1673864567369.5447,0.0
1673864568384.5872,0.0
1673864569387.8538,0.0
1673864570403.6,0.0
1673864571406.6162,0.0
1673864572412.567,0.0
1673864573423.8357,0.0
1673864574436.7192,0.0
1673864575452.095,0.0
1673864576467.584,-17.52
1673864577480.9824,-42.59
1673864578498.5864,-54.31
1673864579514.5842,-54.31
1673864580516.583,-54.31
1673864581521.8342,-54.31
1673864582534.9458,-54.31
1673864603830.571,-54.31
1673864604837.5798,-54.31
1673864605849.678,-54.31
1673864606853.6233,-30.9
1673864607858.668,-5.2
1673864608863.492,0.0
1673864609869.201,-29.96
1673864610878.844,-49.87
1673864611881.571,-54.31
1673864612886.5906,-26.56
1673864613894.6558,0.0
1673864614910.5781,-22.09
1673864615919.5679,-50.29
1673864616924.6377,-50.34
1673864617939.7893,-2.47
1673864618944.5835,0.0
1673865361040.1118,0.0
1673865362055.755,0.0
1673865363071.9316,0.0
1673865364079.1587,0.0
1673865365082.4177,0.0
1673865366097.641,-13.86
1673865367108.6611,-54.31
1673865368122.094,-17.54
1673865369136.1172,-6.15
1673865370153.0605,-47.39
1673865371168.253,-31.51
1673865588072.7212,0.0
1673865589084.3835,0.0
1673865590099.242,0.0
1673865591114.8542,0.0
1673865592117.704,0.0
1673865593133.3223,0.0
1673865594143.141,0.0
1673865595147.8018,0.0
1673865596160.0244,0.0
1673865597173.9724,0.0
1673865611189.5176,0.0
1673865612204.7744,0.0
1673865613209.9956,0.0
1673865614225.2168,0.0
1673865615226.4539,0.0
1673865616240.6729,0.0
1673865617256.5698,0.0
1673865635876.138,0.0
1673865636889.5034,0.0
1673865637893.7375,0.0
1673865638905.988,0.0
